,text,label
2679,"motion of a ballistic missile angularly misaligned with the flight path upon entering the atmosphere and its effect upon aerodynamic heating, aerodynamic loads and miss distance . motion of a ballistic missile angularly misaligned with the flight path upon entering the atmosphere and its effect upon aerodynamic heating, aerodynamic loads and miss distance . an analysis is given of the oscillating motion of a ballistic missile which upon entering the atmosphere is angularly misaligned with respect to the flight path . the history of the motion for some example missiles is discussed from the point of view of the effect of the motion on the aerodynamic heating and loading . the miss distance at the target due to misalignment and to small accidental trim angles is treated . the stability problem is also discussed for the case where the missile is tumbling prior to atmospheric entry .",cran
2680,"inviscid hypersonic airflows with coupled non-equilibrium processes . inviscid hypersonic airflows with coupled non-equilibrium processes . analyses have been made of the effects of coupled chemical rate processes in external inviscid hypersonic airflows at high enthalpy levels . exact (numerical) solutions have been obtained by the inverse method for inviscid airflow over a near-spherical nose under flight conditions where substantial nonequilibrium prevails through the nose region . typical conditions considered include nose radii of the order of 1 ft at an altitude of 250,000 ft and velocities of 15,000 and 23,000 ft per sec . the results illustrate the general importance of the coupling among the reactions considered . these included dissociation-recombination, bimolecular-exchange, and ionization reactions . the exact solutions show the bimolecular, no exchange reactions to be important in blunt-nose flow for the kinetics of no and n, as they are in the case of a plane shock wave . an important difference between blunt-nose flow and plane shock flow, however, is the gasdynamic expansion in the curved shock layer of the former . this expansion reduces post-shock reaction rates . as a consequence, in the regime studied the oxygen and nitrogen-atom concentrations tend to freeze in the nose region at levels below those for infinite-rate equilibrium . the reduction below the equilibrium dissociation level can be large, particularly for nitrogen dissociation at higher velocities . in the regime considered, the chemical kinetics are dominated by two-body collision processes . the inviscid nose flow, including coupled nonequilibrium phenomena, is thus amenable to binary scaling for a given velocity . the binary scaling is demonstrated for a range of altitude and scale by correlation of the exact solutions for given velocity and a constant product of ambient density and nose radius . this similitude, which can also scale viscous nonequilibrium and radiation phenomena in the shock layer, provides a useful flexibility for hypersonic testing where it is applicable . the afterbody inviscid-flow problem is briefly discussed in the light of the results for the nose flow .",cran
2681,"Human Behavior and the Principles of Least Effort An Introduction to Human Ecology Nearly twenty-five years ago it occurred to me that we might gain considerable insight into the mainsprings of human behavior if we viewed it purely as a natural phenomenon like everything else in the universe, and if we studied it with the same dispassionate objectivity with which one is wont to study, say, the social behavior of bees, or the nestbuilding habits of birds. The present book reports the results of the extended inquiry that ensued in the course of those years, and which led to the disclosure of some fundamental principles that seem to govern important aspects of our behavior, both as individuals and as members of social groups.",cisi
2682,"nonlinear deflections of shallow spherical shells . nonlinear deflections of shallow spherical shells . the equations obtained by chien for the nonlinear deflection of shallow spherical shells under uniform external pressure are solved by means of power series expansions, following procedures introduced by friedrichs and stoker in their treatment of buckling of circular plates . these equations depend upon two parameters . one of these parameters is related to the external pressure, while the other depends upon the dimensions of the shell . the equations are solved for several ranges of the parameters under boundary conditions corresponding to a fixed edge . the solution, carried out numerically on the aec univac at new york university, yields a complete description of the stresses and deflections as functions of the polar angle over a wide range of values of the loading parameter and the dimensional parameter . prediction of the upper buckling load is then made by means of a numerical criterion based on the load vs. deflection curve . for some cases, the postbuckling behavior is investigated . the results agree well with existing experimental and theoretical studies and cover a wide range of cases not previously treated .",cran
2683,"aerodynamic interaction effects ahead of a sonic jet exhausting perpendicularly form a flat plate into a mach number 6 free stream . aerodynamic interaction effects ahead of a sonic jet exhausting perpendicularly form a flat plate into a mach number 6 free stream . an investigation of the effects of the interaction ahead of a two-dimensional sonic jet exhausting perpendicularly into a mach number were made at an angle of attack of 0degree at a reynolds number per foot of approximately 6 x 10 and with conditions of both transitional and turbulent separation on the flat plate . the ratio of jet stagnation pressure to free-stream static pressure was varied from 8 to 460 and the jet slot width was varied from 0.001 to 0.05 inch . the force ratio due to reaction of jet/, calculated ahead of the jet, was sizable and varied from 0.5 to 9 . in general, the ratio increased with increasing pressure ratio and decreasing slot width . for the turbulent boundary-layer separation tests it was found that the first peak pressure and the chordwise pressure distribution of the separated boundary layer ahead of the jet were similar to those for a separation caused by a forward-facing step at the same test conditions .",cran
2684,"the long-term treatment of a psychotic child in a psychiatric hospital. description of one phase of the long term psychotherapy of a 6 yr. old psychotic boy, within the framework of a mental hospital. the first part deals briefly with the lay-out and the structure of a new unit for emotionally disturbed children. underlining the well-known importance of the therapeutic milieu in the treatment and care of the mentally ill particularly important when the patients are children. the child presented was diagnosed, when admitted, as a case of severe childhood psychosis, of the autistic type. the unusually rich data at disposal were obtained through non-verbal communication, because the child has no language. nevertheless, he can express himself clearly through play and gestures. the analysis of this precious clinical material focuses the discussion on the existence and the quality of an object-relationship preceding the psychosis, the importance of the 'early unusual sensitivities' in the formation of a premature and fragile ego and the method of choice in the treatment of childhood psychoses.",med
2685,"note on creep buckling of columns . note on creep buckling of columns . this paper is concerned with the solution of the creep buckling of columns . instantaneous elastic and plastic deformations, as well as the transient and secondary creep, are considered . formulae for the critical time at which a column fails are presented for integral values of the exponents appearing in the creep law .",cran
2686,"transition in the viscous wakes of blunt bodies at hypersonic speeds . transition in the viscous wakes of blunt bodies at hypersonic speeds . transition from laminar to turbulent flow in the hypersonic wakes of spheres was detected in laboratory measurements of the radiation from the flow field . a hypervelocity gun facility was used to fire models, 0.22-in. in diameter, into a range at velocities from 10,000 to 17,000 ft sec . experiments were performed by changing .. (a) the material of the projectile ,. (b) the ambient gas in the range ,. and (c) the pressure in the range . three optical techniques were used to observe the wake radiation .. which show a turbulent viscous wake as the pressure in the range is decreased from one atmosphere to about 20 cm hg . which show the luminous flow field at pressures between 30 and ence of short luminous streaks, which disappear suddenly as the pressure is decreased below 3 cm hg for air, and below 0.8 cm hg for argon . both air and argon, which show the main features of the flow field . above the transition pressure, the intensity of radiation from the wake is always associated with fluctuations that appear to be the same phenomenon as the drum-camera streaks . the appearance of the streaks in the drum camera and photo-multiplier data is interpreted as transition from laminar to turbulent flow in the viscous wake, because experimental evidence shows that their appearance is not controlled by chemical, radiative, or ablative processes, but depends on aerodynamic effects . this conclusion is supported by other experiments based on optical and schlieren techniques . the transition in the wake at positions very close to the body is given by a local reynolds number of 10 for air, and 3 x 10 for argon . the results indicate a possible local-mach-number effect .",cran
2687,"solution of subsonic nonplanar lifting surface problems by means of high-speed digital computers . solution of subsonic nonplanar lifting surface problems by means of high-speed digital computers . the method proposed in this paper is based on an approximate solution of the integral equation which represents the potential flow about a finite wing, with no restrictions beyond those necessary for linearization . after assuming the usual series representation of the wing surface vorticity distribution, the solution is achieved by approximating portions of the kernels of the transformed integral equation by single and double fourier series and performing termwise integrations analytically . this is followed by the routine inversion of the aerodynamic influence coefficient matrix, after satisfying appropriate boundary conditions at selected control points . in this procedure the number of control point used is limited only by the storage capacity of the computer . control points may be located so as to cover the entire wing surface, with due regard to certain physical requirements, permitting the accurate representation of complicated mean surface shapes . an evaluation of the proposed method is included . comparisons with other theoretical methods and electrical analogy tank results are used to substantiate the accuracy of the proposed method when applied to plane wings . a final evaluation involves a comparison of calculated surface pressure distribution with wind-tunnel measurements on a swept, tapered wing with a cambered and twisted mean surface . the agreement evidenced in the latter comparison has the same order of overall accuracy as similar comparisons on plane wing planforms . in either case, the results given by the proposed method are within the accuracy requirements for most aircraft design studies .",cran
2688,"respiratory virus vaccines. ii. mycoplasma pneumoniae (eaton agent) vaccines. purified and concentrated formalin-killed vaccines were prepared from m. pneumoniae propagated in serum-free artificial medium. the vaccines were aqueous or were incorporated in alum or emulsified peanut oil (adjuvant 65) adjuvant. two or 3 different concentrations of mycoplasma were included in each preparation. serum neutralizing and cf antibody responses were measured in hamsters, monkeys, and in institutionalized persons following 1,2,3 and sometimes 4 vaccinations. all of the preparations were highly antigenic in animals and in man. alum vaccines were better than aqueous vaccines and those in adjuvant 65 appeared to give best results although the bleeding times were not always optimal for demonstrating maximal effect. persons who were without detectable antibody initially and thus would be most vulnerable to infection gave better responses to the vaccine than did those with pre-existing antibody. alum vaccine is an acceptable formulation for use in man, and only 2 doses of such vaccine were necessary to induce neutralizing antibody in 90% of the persons who were initially without detectable antibody. no local or systemic reaction of clinical consequence was noted in any of the persons vaccinated. recent unpublished findings, which indicate a high degree of effectiveness of the alum vaccine in stimulating antibody in preschool children and in protecting children and adults against the natural disease, are mentioned.",med
2689,"The Association of American Library Schools, 1915-1968: An Analytical History The growth of professions has been one of the sociological phenomena of the past century. As the strength of national professional associations of practitioners has increased, concern with education for the professions has prompted schools to develop standards and curricula to support the preparation of practitioners. During the half century spanning 1900 the schools in many professions formed national associations. The Association of American Medical Colleges, for example, was established in 1876. Other professional school associations followed: engineering (1893), law (1900), librarianship (1915), theology (1918), and social work (1919). These associations, to cite a few, have developed in different ways while conforming to general patterns and have reached various lvels of influence in affecting professional education.",cisi
2690,"Annual Reviews of Information Science and Technology The major trends of the 1970's in information system planning and services are becoming clear, as indicated in this year's Annual Review chapters. The movement toward inter-institutional operations, or networking, began gaining force in the 1965-1970 period, through the establishment of many new library consortia, and there were some tentative efforts to use computers for nationwide bibliographic information ""utilities."" These movements are now more vigorous and are showing signs of being cost-effective, productive ventures. Inter-institutional cooperation not only promises service improvements and cost reductions, but also poses new problems and demands. Formalized cooperation among different institutions requires agreement about needs and priorities and gives special importance to a clear understanding of the information needs of specific user subgroups. It also requires more careful and productive system planning and design, including intelligent consideration of the ""make versus buy"" issue. Several chapters in this volume touch on these problems and considerations. One of the most significant developments in 1973 was the rapid growth in the use of on-line information retrieval services - both those operated by the federal government and those operated by the private sector. The apparent cost-effectiveness of these services is raising some of the same problems for data base producers that inter-institutional cooperation among library and information facilities is raising for the publishers of printed materials: namely, how to cover rising costs in the face of declining (or less rapidly growing) sales of individual units of the product - monographs, serials, secondary information publications, or magnetic tapes. The inclusion of a chapter on copyright - the first in the Annual Review series - reflects the importance of this topic in the growing controversy over the ownership and distribution of information. Another aspect of that controversy - the role of government and non-profit information services in relation to those of private industry - is explored in this year's chapter on document retrieval systems and techniques.",cisi
2691,"Survey of Medical Literature Borrowed from the National Lending Library for Science and Technology This paper reports the results of a four-week questionnaire survey carried out at the National Lending Library (N.L.L.), Great Britian, to discover which types of organizations were the principal users of medical literature, what types of literature were used, and which were the main sources of references to medical publications..Industrial organizations and universities accounted for the majority (62 percent) of the loans, most of which were English-language periodicals published since 1960.. For the whole sample, citation list in periodical articles were the principal sources of references, although for literature published in the last fifteen months, abstracting and indexing journals were the main sources.. Of the latter, Index Medicus proved to be the most fruitful source of references.. By asking whether the item requested was really useful to their work, a measure of the reliability of the different sources of references was obtained.. Appendixes include the questionnaire, a list of the most frequently borrowed journals, and a list of abstracting and indexing journals used as sources of references..",cisi
2692,"evaluation of 20 years' experience with the treatment of hydrocephalus in infants. a total of 394 infants were examined between 1943 and 1962. till 1961, 369 infants were examined and 246 were operated on (66.7%); this group is analyzed. laurence's opinion on the favorable spontaneous evolution is not agreed to and the merits of surgical treatment are proved. a dynamic form of hydrocephalus in operated infants is shown; the patients who were not operated on suffered from other diseases combined with macrocephaly which must be distinguished from hydrocephalus. a spontaneous arrest of the process was observed in only 14 children, e.g. 3.8%, as compared with laurence's 42.6%. the cause and pathological findings are analyzed in 102 infants operated on between 1957 and 1962. a great discrepancy between the time of the onset of first symptoms and the time of operation was found. this disease manifests itself in 50% of infants in the first month of life, but the average age of infants at the time of operation is 6.1 mth. only 3% of infants are operated on in the first month. thirteen operating procedures were used in the 20 yr. under review. until the introduction of deviation of the csf into the jugular vein or into the cardiac atrium, 15.33% of the infants survived 1 yr. after operation. since the introduction of this procedure the survival rate of infants was 67.8%. in spite of the late operation about 27% of surviving children showed an average mental development. surgical treatment of dynamic hydrocephalus is advocated. they consider this method as the only means of helping the infant at present.",med
2693,"a theoretical calculation of the laminar boundary layer around an elliptic cylinder and its comparison with experiment . a theoretical calculation of the laminar boundary layer around an elliptic cylinder and its comparison with experiment . the author, in conjunction with th. von karman, has recently given a new method of approximate integration of the prandtl boundary layer equations, which was developed in order to treat cases in which separation of a laminar boundary layer might be expected . the method was developed because some doubt was felt as to the accuracy with which the well-known pohlhausen analysis would describe conditions in the neighborhood of such a separation point . numerical calculations were carried out for certain cases involving theoretical simplifications, and very considerable discrepancies were found between the results of the new and pohlhausen methods . the method was also used in developing a theory for the maximum lift coefficient of certain classes of airfoils . this theory gave satisfactory agreement with experiment but no direct experimental check on the boundary layer analysis itself has been given up to the present .",cran
2694,"Key Factors of Circulation System Analysis and Design Librarians must frequently judge circulation systems on the basis of widely disparate descriptions that make comparisons difficult.. A way is needed to place various systems into a common perspective framework, so that their similarities and differences can be readily understood.. This paper explains basic (and largely familiar) concepts and components that are common to manual, machine-aided, and computer-based systems, and documents their significance as key factors in the analysis and design of academic library circulation systems.. Cost factors are not discussed..",cisi
2695,"(Towards a Theory of the Concept) A concept is regarded as the common element of both classification systems and thesauri. Reality and knowledge are not represented by words or terms but by the meanings ""behind"" these tokens. A concept of, say, an object, a property of an object, a process, etc. is derived from verbal statements on these as subjects and may therefore be defined as the whole of true and possible predicates that can be collected on a given subject. It is from these predicates that the characteristics of the corresponding concepts can be derived. Common characteristics in different concepts lead to relations between concepts, which relations in turn are factors for the formation of concept systems. Different kinds of relationships as well as different kinds of concepts are distinguished. It is pointed out that an orderly supply of the elements for propositions (information statements) on new knowledge requires the construction and availability of such concept systems.",cisi
2696,"cavitation and pressure distribution head forms at zero angle of yaw . cavitation and pressure distribution head forms at zero angle of yaw . early in the fall of 1943 the iowa institute of hydraulic research undertook the design and fabrication of a variable-pressure water tunnel . as the tunnel neared completion, however, its immediate use for the study of the pressure distribution around various body forms was requested . the original request for this investigation was a natural out-growth of the need for systematic data on the distribution of pressure in flow around various bodies, particularly under conditions leading to cavitation, information which is desirable for the design of a wide variety of navy equipment . ultimately the study is to include data for two- and three-dimensional head and tail forms at various angles of yaw . the first phase of the study, namely the investigation of three-dimensional head forms at zero angle of yaw, is described herein . three general geometric series have been studied.dash rounded, ellipsoidal, and conical.dash together with other related forms . the data obtained have been systematized to yield information for a wide variety of geometrical forms either directly or by interpolation . whenever possible, analytical methods have been used to corroborate the experimental data and to provide a reliable means of generalizing the results .",cran
2697,"Providing Access to Externally Available Bibliographic Data Bases in an Academic Library The ready availability of externally processed bibliographic data based has made it possible for an academic library to provide computerized searches on a large number of data bases with a very small initial investment and utilizing its own personnel.. The experience of the University of Pennsylvania Libraries has confirmed that such an approach is indeed feasible. This article discusses the approach, questions and problems encountered, and the factors considered in their resolution.. Also discussed are the role of the data services librarian, the cost incurred, and some observations as to the philosophy of the approach, with particular attention to the integration of the service into the reference department..",cisi
2698,"palliative radiation therapy the care of the patient with ""incurable"" cancer may be directed by physicians of various backgrounds and per- suasions. if this physician has little experience in such care, he is prone to be influenced by still prevalent atti- tudes of therapeutic futility or by equally unjustified premature claims for widely publicized methods recent on the scene. surgery and radiation therapy remain the dominant treatment forces for the patient with cancer. it is unfortunate that lack of demonstration of good radiation therapy has led to unjustified condemnation of the method rather than the user, with resultant loss to the patient's welfare. to obtain maximal benefit, radiation therapy must be allowed indications and contraindications like any therapeutic modality. these must be the responsibility of the therapeutic radiologist. application of realistically stringent indications and contraindications does not lessen useful accomplishment, but avoids unnecessary morbidity, waste of time, money and effort, and delay in seeking suitable treatment.",med
2699,"Reader in Technical Services This collection attempts to bring together a readable and germane group of materials ranging from history, review papers, and practical exposition to reports on current research and development and conjecture about the future.. It is expected that these selections will be of interest and use to the teacher and student.. It is also hoped that they will be of equal interest to the professional librarian and researcher.. There has been a deliberate attempt to exclude materials that have appeared in recently published collections.. It is for this reason that the names of Panizzi, Cutter, Martel, Hanson, Dewey, Rider, Bliss, Haykin, Shera, Lubetzky and others do not appear.. A specific focus has been given to this book.. It is in the direction of a rational sharing of local, national, and international efforts and the eventual coordination and standardization of practices in the technical services insofar as this is practical..",cisi
2700,Relative Effectiveness of Document Titles and Abstracts for Determining Relevance of Documents Abstract. Individuals who received documents through a selective dissemination of information system were asked to determine the relevance of documents to their work interests on the basis of titles and of abstracts. The results indicate that there was no significant difference between the usefulness of titles and of abstracts for this purpose.,cisi
2701,"comparative values of thick drop and concentration methods detection of filaria infection. blood was drawn from the finger and vein in 246 students from 11 p.m. to 2 a.m. to compare the diagnostic efficacy of thick drop method vis-a-vis concentration method. infection rate was found to be the same (2.5%) by both methods, and 5 students harbouring infection were found to be positive by both methods. infestation rate in the concentration method was higher being 14 per slide against 4 per slide in the thick drop method.",med
2702,"Statistical Bibliography or Bibliometrics? The term statistical bibliography seems to have been first used by E. Wyndham Hulme in 1922 when he delivered two lectures as the Sandars Reader in bibliography at the University of Cambridge. Subsequently the lectures were published as a book. Although the debt has never been explicitly recognized by means of citations, Hulme anticipated modern work on the history of science. He used the term to mean the illumination of the processes of science and technology by means of counting documents. Hulme both summarized the results of Cole and Eales and produced original work on the growth of UK patents (relating these to social progress in the UK) and on the changes displayed in the International Catalogue of Scientific Literature (relating changes in subject and country production of literature to international developments).",cisi
2703,"properties of the confluent hypergeometric function . properties of the confluent hypergeometric function . the confluent hypergeometric functions have proved useful in many branches of physics . they have been used in such problems involving diffusion and sedimentation, as isotope separation and protein molecular weight determinations in the ultracentrifuge . the solution of the equation for the velocity distribution of electrons in high frequency gas discharges may frequently be expressed in terms of these functions . the high frequency breakdown electric field may then be predicted theoretically for gases by the use of such solutions together with kinetic theory . this report presents some of the properties of the confluent hypergeometric functions together with six-figure tables of the functions .",cran
2704,"stable combustion of a high-velocity gas in a heated boundary layer . stable combustion of a high-velocity gas in a heated boundary layer . it is generally recognized that stable combustion processes in heated boundary layers may be achieved by either of two conceptual mechanisms . in one mechanism it is pictured that the heat transfer to the wall quenches the propagating flame at a certain distance from the surface . the equality between the flow velocity and the normal burning velocity at this quenching distance determines the position of the propagating flame . in the second mechanism it is conceived that the hot surface provides a continuous source of ignition in much the same manner that the hot recirculation zone of a bluff body flame holder provides continuous ignition to the gas flowing around it . in this case it is the characteristic time during which the gas must be heated that determines the position of the flame . all experimental work reported to date has been concerned with conditions where the first picture has apparently been applicable . in the present paper, experiment and analysis are given that show under what conditions the continuous ignition mechanism provides the appropriate model and also how the two models are related . to differentiate the two mechanisms an experiment was set up to study flame stabilization in high-velocity boundary layers over a wall heated in the form of a step function . with a turbulent boundary layer and a wall temperature above 1,700f., the characteristic time was found to be a systematic and reproducible variable . these observations led to the conclusion that a continuous ignition mechanism governs stabilization in heated turbulent boundary layers . a rational explanation is made for the transition from the low-speed mechanism known to be applicable in unheated turbulent boundary layers and heated laminar boundary layers to the ignition mechanism applicable in heated turbulent boundary layers . as a further verification of the continuous ignition mechanism an apparent ignition energy was found . the logarithm of the heat added at the lower stability limit was found to be a linear function of the reciprocal of the limiting wall temperature . the activation energy derived from this arrhenius type of relation agreed reasonably well with the estimated value for the fuel used .",cran
2705,"Economics of the Academic Libraries This volume represents what we believe to be as complete and thorough an analysis as possible of the available economic data on college and university libraries. In the course of our study, we have examined the data for comprehensiveness and consistency; we have investigated their intertemporal behavior, both as a basis for projection and as an instrument for long-range planning; and we have constructed a set of analytic interrelationships which permit us to derive statistical estimates of the interrelations of some of the most critical economic variables relating to library operations. In particular, in the course of this last step, we have provided relationships explaining statistically the determination of such variables as the size of libraries' budgets and the magnitude of their professional staffs.",cisi
2706,"2736. the emotional needs of children in hospital hospitalization of a child for physical reasons brings with it separation from pa- rents, siblings and familiar surroundings, as well as the probability of subjection to frightening and painful procedures. unless steps are taken to prevent or modify the resultant stress, behavioral disturbances may arise and may result in per- manent damage to the developing personality.",med
2707,"an experimental investigation of the interaction between shock waves and boundary layers . an experimental investigation of the interaction between shock waves and boundary layers . an account is given of an investigation into the interaction between the boundary layer on a flat plate and a shock wave produced either externally, by a wedge in the supersonic mainstream, or from within the boundary layer, by a wedge held in contact with the plate . a wide range of free-stream mach numbers, boundary-layer reynolds numbers, and shock strengths has been covered, shock strength being defined as the ratio of the static pressure downstream of the shock to the static pressure upstream of it . variations in these parameters can have large effects on the interaction, and there are also large differences between cases with externally generated shocks and cases where the shock is generated from within the boundary layer . the investigation has thrown light on the physical mechanisms involved . it is found that many of the major features of the interaction arise because the boundary layer separates from the surface ahead of the shock wave . the conditions under which separation occurs and the behaviour of the separated boundary layer thus have important effects, in terms of which, for example, the differences between the interactions observed with laminar and with turbulent boundary layers may be explained .",cran
2708,"pneumonia due to mycoplasma pneumoniae its incidence in the membership of a co-operative medical group ruth mcmahan, edmund r. clarke, william a. maccoll, and j. thomas grayston a total of 1051 cases of pneumonia occurred in 72,992 persons who were members of a medical co-operative in the period december 1, 1963, to december 31, 1964. the annual rate of pneumonia was 12.9 per 1000. isolation of mycoplasma pneumoniae from throat swabs was attempted in over half the cases reported, and paired blood specimens were obtained in one third. on the basis of laboratory examination of these specimens, the incidence of clinically recognized pneumonia due to m. pneumoniae was between 1 and 1.5 persons per 1000 per year. although peak rates of pneumonia occurred under five years of age (45 per 1000) pneumonia due to m. pneumoniae was uncommon in this age group. it was most common in children five to nine years old, and was frequently the cause of pneumonia in adolescents (ten to nineteen years of age). the rates in children in primary school was twice the average incidence. m. pneumoniae pneumonia also differed from the pneumonias of other etiology in that it occurred throughout the year, with no seasonal excess whereas total pneumonia showed a predominance in winter. the typical clinical syndrome of the pneumonias in which m. pneumoniae was isolated was one of prominent systemic manifestations of headache and fever, but few respiratory symptoms occurred except cough. upper-respiratory-tract complaints and an elevated white-cell count were much more frequent in the other pneumonias. the patients with m. pneumoniae pneumonia were almost never hospitalized but suffered significant absenteeism. they came from larger families, usually with children of school age. reporting physicians were usually correct in diagnosing these pneumonias as ""atypical"" or ""viral.""",med
2709,forst-order slip effects on the compressible laminar boundary layer over a slender body of revolution in axial flow . forst-order slip effects on the compressible laminar boundary layer over a slender body of revolution in axial flow . analysis of the compressible boundary layer with transverse curvature in first order slip flow . no boundary-layer interaction effects are considered and only the zero pressure-gradient case is examined .,cran
2710,"transition measurements on cones in free flight ballistics range tests . transition measurements on cones in free flight ballistics range tests . navy-sponsored experimental investigation of the location of boundary-layer transition on sharp-nosed cones having 10 total angles . the ambient temperature in a portion of the aeroballistics range is varied so as to obtain different adiabatic recovery temperatures at a constant nominal mach number of 3.1 . the location of transition is expressed as a transition reynolds number, and results are presented graphically as a function of the ratio between the wall temperature and the adiabatic recovery temperature .",cran
2711,"calibration of the standard pitot-static head used in the rae low speed wind tunnels . calibration of the standard pitot-static head used in the rae low speed wind tunnels . recent results of tests in the r.a.e. wind tunnels concerned with the measurement of pressure distributions have shown slight discrepancies between the readings of various static pressure tubes and calculated pressure distributions . as a consequence some doubt was felt concerning the calibrations of tunnel static pressure and upon the validity of the reading given by the standard pitot-static head . it was therefore decided to check the standard pitot-static head used in the r.a.e. wind tunnels, against an instrument similar to the measurements of static pressure were also made using a long tube where the interference from head and support is calculated to be small . this note gives the results of tests made in the 5 ft open jet wind tunnel and the no. 1 11 ft wind tunnel in order to determine the necessary correction to the reading of static pressure given by the r.a.e. pitot-static head . the tests were made during september and october, 1951 .",cran
2712,new developments in the nonlinear theories of the buckling of thin cylindrical shells . new developments in the nonlinear theories of the buckling of thin cylindrical shells . in the present paper a short survey will be given first of the buckling and postbuckling behavior of isotropic cylindrical shells subjected to different loading conditions as obtained by the nonlinear theory of finite deflections of shells during the last twenty years . next a report will be given on new investigations carried out in the structures department of the dvl concerning the elastic stability of isotropic and orthotropic cylindrical shells loaded in axial compression and internal pressure . these studies are based on the nonlinear theory of finite deformations . the theoretical rsults will be compared with new experimental results obtained with a series of axially loaded pressurized isotropic and orthotropic cylindrical shells .,cran
2713,"PRECIS in a Multilingual Context The present paper is offered as the first of a series of articles in which PRECIS will be reviewed as a potential multi-lingual system, having in mind the obvious need, notably in a European context, for standard and language- independent methods of subject analysis and document description. This first paper outlines the origins of PRECIS, and considers its use in English- Language indexing. A second paper will deal in general terms with the syntactical model which is used for producing PRECIS input strings and index entries. Later papers will then review the application of this model to indexing in, firstly, the Germanic languages (e.g. German and Danish), and, secondly, the Romance languages, illustrated by French.",cisi
2714,"the carrier state of bacillus subtilis infected with the transducing bacteriophage sp10 . bacteriophage sp10 may infect bacillus subtilis to form a carrier system . the infected bacteria give rise to infected organisms after six or more successive single-colony isolations . about 60 of the spores derived from such an infected culture yield clones that produce phage, and such spores retain their ability to produce phage even after treatment with antiserum and heating at 80 . four hours' incubation of carrier spores in nutrient broth yields cultures having more than 10 infective centers per bacterium . cultivation of infected organisms in medium containing sp10 antiserum leads to loss of phage and loss of immunity to phage infection . dna with a density characteristic of viral dna can be detected in infected bacteria . extracts of infected bacteria contain a phage-induced deoxyribonuclease activity which attacks both phage and bacterial dna in vitro . the phage-bacterial complex is therefore best described as a carrier state . the dna of the phage and of b. subtilis are chemically different . enzymatically prepared complementary virus rna has no homology with bacterial dna . the lack of homology of this transducing phage dna with the dna of its host and the failure to form a truly lysogenic relationship reinforce previous conclusions that transducing bacterial dna is incorporated into the sp10 virus particle without any recombination between viral and bacterial dna .",med
2715,"the buckling of cylindrical shells under longitudinally varying loads . the buckling of cylindrical shells under longitudinally varying loads . two problems illustrating the effect of nonuniformity of loading on the buckling characteristics of circular cylinders are investigated . the first problem deals with the effect of linearly varying axial compressive stress, such as would be produced by the weight of the propellant in a solid-propellant engine case . the results indicate that the ratio of the maximum critical compressive stress induced by the shear load to the critical uniform compressive stress varies from 1.9 for the curvature parameter z equal to 1.6 as z becomes infinite . in particular, the increase in stress is less than 20 per sq. ft. for z greater than 100 . the stability of thin cylinders loaded by lateral external pressure varying linearly in the longitudinal direction is also investigated . the results indicate that for z greater than 100, the buckling coefficients are proportional to square root z .",cran
2716,"The Logic of Comparative Social Inquiry The ideas presented in this book developed during the course of our participation in a comparative research project, the International Studies of Values in Politics, which was a study of the relationship between characteristics of local political leadership and the behavior of local governments in India, Poland, the United States, and Yugoslavia. Among the first problems we confronted were those of measurement. In the fall of 1965 the first pretest of value-scale items was under way. The goal of the pretest was to develop valid and reliable scales of values in four national samples. The second problem we had to face arose from the nees to obtain ""comparable"" measures of community ""activeness"" in four countries.",cisi
2717,"Concept of an On-Line Computerized Library Catalog A concept for mechanized descriptive cataloging is presented, together with four areas of research programs to be undertaken..",cisi
2718,"A Mathematical Method for Analyzing the Growth of a Scientific Discipline The spread of ideas within a scientific community and the spread of infectious disease are both special cases of a general communication process. Thus a general theory of epidemics can explain the growth of symbolic logic from 1847 to 1962. An epidemic model predicts the rise and fall of particular research areas within symbolic logic. A Markov chain model of individual movement between research areas indicates that once an individual leaves an area he is not expected to return. KEY WORDS AND PHRASES: epidemic model, epidemic process, theory of epidemics, growth of literature, history of symbolic logic, epidemiology of symbolic logic, epidemic curve, stochastic models, Markov chains.",cisi
2719,"limit analysis of symmetrically loaded thin shells of revolution . limit analysis of symmetrically loaded thin shells of revolution . the yield surface for a thin cylindrical shell is shown to be a very good approximation to the yield surface for any symmetrically loaded thin shell of revolution . hexagonal prism approximations to this yield surface, appropriate for pressure vessel analysis, are described and discussed in terms of limit analysis . procedures suitable for finding upper and lower bounds on the limit pressure for the complete vessel are developed and evaluated . they are applied for illustration to a portion of a toroidal zone or knuckle held rigidly at the two bounding planes . the combined end force and moment which can be carried by an unflanged cylinder also is discussed .",cran
